Year,District Name,District_Code.x,In_District_Expenditures,Total_In_District_FTEs,In_District_Expenditures_Per_Pupil,Total_Expenditures,Total_Pupil_FTEs,Total_Expenditures_Per_Pupil,District_Code.y,Cohort_Size,Percent_Graduated,Percent_Still_in_School,Percent_Non_Grad_Completers,Percent_HS_Equiv,Percent_Dropped_Out,Percent_Excluded,Percent_American_Indian,Percent_Asian,Percent_Black,Percent_Hispanic,Percent_Multi_Race,Percent_Pacific_Islander,Percent_White,Percent_Female,Percent_Male,SAT_Tests_Taken,SAT_Reading_Writing_Mean_Score,SAT_Math_Mean_Score,Student_Teacher_Ratio,Low_Income_Percent
2018,stoughton,02850000,"$52,819,675.20","3,542.6","$14,909.86","$59,058,170.48","3,743.8","$15,774.93",2850000,216,94,3.7,0.9,0,1.4,0,0.1,4.8,18.5,7.2,2.3,0.3,66.8,48.3,51.7,253,545,546,11.5,45.5
2019,stoughton,02850000,"$52,692,952.35","3,486.9","$15,111.69","$60,707,067.70","3,701.5","$16,400.67",2850000,235,92.8,2.6,0.4,0,4.3,0,0.1,5.4,19.6,7.7,3,0.4,63.9,48.3,51.7,295,531,527,11.5,45.5
2020,stoughton,02850000,"$55,740,296.14","3,473.2","$16,048.69","$62,972,188.99","3,684.5","$17,091.11",2850000,233,93.1,4.7,0,0,2.1,0,0.1,5.7,20.3,8,3.5,0.4,62,48.2,51.8,127,536,520,11.5,45.5
2021,stoughton,02850000,"$60,208,102.12","3,389.5","$17,763.12","$66,923,861.42","3,611.6","$18,530.25",2850000,222,93.7,2.3,0.5,0.5,3.2,0,0.1,6.2,21.4,8.8,4.2,0.4,58.9,48.1,51.9,76,554,555,11.5,45.5
2022,stoughton,02850000,"$61,466,024.27","3,509.5","$17,514.18","$68,318,285.94","3,740.1","$18,266.43",2850000,188,94.7,3.7,0,0,1.6,0,0.2,6.3,21.5,10.8,4.7,0.3,56.1,48.4,51.6,153,556,543,11.5,45.5
2023,stoughton,02850000,"$67,538,427.03","3,578.1","$18,875.50","$75,334,841.44","3,801.6","$19,816.61",2850000,199,92.5,3,0,0,4.5,0,0.1,6.2,23.2,11.7,5.1,0.3,53.4,48.5,51.5,148,564,557,11.5,45.5
2008,sturbridge,02870000,"$9,513,176.00",856.1,"$11,112.23","$10,662,801.00",869.7,"$12,260.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,sturbridge,02870000,"$9,427,953.00",883.7,"$10,668.48","$10,729,618.00",899.1,"$11,933.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,sturbridge,02870000,"$9,337,943.00",932.2,"$10,017.10","$10,647,109.00",954.1,"$11,159.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,sturbridge,02870000,"$9,359,728.00",947.1,"$9,882.51","$10,662,632.00",968.3,"$11,011.70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,sturbridge,02870000,"$9,954,627.00",949.3,"$10,486.28","$11,260,770.00",956.8,"$11,769.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,sturbridge,02870000,"$10,615,528.00",960.8,"$11,048.63","$11,837,675.00",972.1,"$12,177.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,sturbridge,02870000,"$10,901,965.00",984.4,"$11,074.73","$12,150,110.00",997.6,"$12,179.34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,sturbridge,02870000,"$11,191,821.00",982.4,"$11,392.33","$12,457,431.00",991.7,"$12,561.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,sturbridge,02870000,"$11,605,245.00",967.2,"$11,998.81","$13,077,982.00",978.2,"$13,369.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,sturbridge,02870000,"$11,838,531.00",920.3,"$12,863.77","$13,934,539.00",933.4,"$14,928.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,sturbridge,02870000,"$12,095,814.00",909.0,"$13,306.73","$14,342,947.24",940.4,"$15,251.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,sturbridge,02870000,"$12,856,457.00",889.7,"$14,450.33","$15,198,425.00",920.9,"$16,503.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,sturbridge,02870000,"$13,096,232.00",901.6,"$14,525.55","$15,652,224.00",934.4,"$16,751.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,sturbridge,02870000,"$13,720,250.00",808.0,"$16,980.51","$16,345,054.00",841.9,"$19,414.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,sturbridge,02870000,"$14,513,949.00",867.6,"$16,728.85","$16,979,331.00",902.6,"$18,811.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,sturbridge,02870000,"$15,430,481.00",888.5,"$17,366.89","$18,372,845.00",927.9,"$19,800.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,sudbury,02880000,"$34,609,983.50","3,263.3","$10,605.82","$36,944,407.50","3,311.1","$11,157.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,sudbury,02880000,"$34,486,585.59","3,240.6","$10,642.14","$37,055,931.59","3,294.4","$11,248.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,sudbury,02880000,"$35,133,975.97","3,159.6","$11,119.75","$37,927,679.86","3,213.9","$11,801.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,sudbury,02880000,"$35,894,633.64","3,099.7","$11,580.03","$38,994,324.64","3,155.2","$12,358.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,sudbury,02880000,"$37,168,835.81","3,068.3","$12,113.82","$40,338,740.39","3,127.2","$12,899.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,sudbury,02880000,"$37,772,207.60","3,008.1","$12,556.83","$41,007,926.60","3,054.4","$13,425.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,sudbury,02880000,"$39,424,761.66","2,917.9","$13,511.35","$42,136,373.66","2,957.7","$14,246.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,sudbury,02880000,"$40,433,350.00","2,853.9","$14,167.75","$42,668,677.00","2,900.7","$14,709.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,sudbury,02880000,"$41,781,598.00","2,811.4","$14,861.49","$43,500,244.00","2,850.8","$15,258.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,sudbury,02880000,"$42,289,221.00","2,810.4","$15,047.40","$44,445,658.00","2,848.0","$15,605.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,sudbury,02880000,"$43,066,245.00","2,701.1","$15,943.97","$45,864,515.00","2,770.3","$16,555.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,sudbury,02880000,"$43,612,340.00","2,667.8","$16,347.68","$46,812,469.00","2,736.4","$17,107.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,sudbury,02880000,"$45,992,962.00","2,667.1","$17,244.56","$48,654,119.00","2,733.3","$17,800.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,sudbury,02880000,"$49,674,913.00","2,540.8","$19,550.89","$51,491,470.00","2,580.4","$19,954.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,sudbury,02880000,"$50,982,907.00","2,544.2","$20,038.88","$52,826,939.00","2,583.2","$20,450.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,sudbury,02880000,"$53,245,385.00","2,565.0","$20,758.43","$55,154,273.00","2,601.4","$21,201.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,sunderland,02890000,"$2,712,142.03",213.8,"$12,685.42","$2,959,508.40",238.4,"$12,414.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,sunderland,02890000,"$2,730,305.14",209.7,"$13,021.92","$3,136,099.14",234.5,"$13,375.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,sunderland,02890000,"$2,388,029.75",181.2,"$13,178.97","$2,826,657.75",215.5,"$13,116.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,sunderland,02890000,"$2,360,013.00",168.0,"$14,047.70","$2,723,854.00",199.6,"$13,646.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,sunderland,02890000,"$2,440,240.66",168.5,"$14,482.14","$2,777,782.66",197.6,"$14,057.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,sunderland,02890000,"$2,538,910.00",181.1,"$14,019.38","$2,859,156.00",205.2,"$13,933.51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,sunderland,02890000,"$2,654,081.00",199.8,"$13,283.69","$2,801,067.00",222.6,"$12,583.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,sunderland,02890000,"$2,911,275.00",204.3,"$14,250.00","$3,038,928.00",229.1,"$13,264.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,sunderland,02890000,"$3,117,159.00",229.1,"$13,606.11","$3,185,366.00",244.7,"$13,017.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,sunderland,02890000,"$3,444,623.00",259.7,"$13,263.85","$3,538,186.00",273.6,"$12,931.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,sunderland,02890000,"$3,589,952.00",236.0,"$15,211.66","$3,704,079.00",253.0,"$14,640.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,sunderland,02890000,"$3,853,842.18",231.2,"$16,668.87","$3,995,320.18",250.6,"$15,943.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,sunderland,02890000,"$3,787,552.88",222.6,"$17,015.06","$3,878,300.38",238.4,"$16,268.04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,sunderland,02890000,"$4,314,345.20",184.9,"$23,333.40","$4,442,084.20",205.8,"$21,584.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,sunderland,02890000,"$4,516,936.29",189.4,"$23,848.66","$4,765,970.03",218.0,"$21,862.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,sunderland,02890000,"$4,842,956.96",183.9,"$26,334.73","$5,146,639.65",207.2,"$24,838.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,sutton,02900000,"$16,092,105.71","1,693.5","$9,502.28","$16,891,738.08","1,734.5","$9,738.68",2900000,93,92.5,2.2,0,2.2,3.2,0,0.1,0.8,0.8,1,NA,NA,97.2,50.2,49.8,78,513,530,13.4,18.2
2009,sutton,02900000,"$16,635,920.51","1,675.9","$9,926.50","$17,446,120.56","1,715.0","$10,172.61",2900000,99,90.9,5.1,0,1,3,0,0.1,0.8,0.7,0.8,NA,NA,97.6,49.6,50.4,79,525,537,13.4,18.2
2010,sutton,02900000,"$16,847,901.53","1,639.4","$10,276.87","$17,705,373.19","1,677.5","$10,554.62",2900000,84,95.2,1.2,0,2.4,1.2,0,0.1,0.6,0.4,1.1,2,0,95.7,50.1,49.9,77,511.5,522,13.4,18.2
2011,sutton,02900000,"$16,976,643.93","1,617.9","$10,493.01","$17,867,136.80","1,655.0","$10,795.85",2900000,91,96.7,0,0,1.1,2.2,0,0.1,0.6,0.5,1.2,2.1,0,95.5,51,49,96,537.5,545,13.4,18.2
2012,sutton,02900000,"$17,446,463.20","1,579.7","$11,044.16","$18,171,823.94","1,604.0","$11,329.07",2900000,76,94.7,2.6,0,2.6,0,0,0.1,0.8,0.7,1,2.3,0,95.2,51.1,48.9,75,533.5,556,13.4,18.2
2013,sutton,02900000,"$17,127,821.21","1,580.5","$10,836.96","$17,988,858.34","1,601.9","$11,229.70",2900000,90,93.3,4.4,0,2.2,0,0,0.1,0.7,0.5,1,3.1,0,94.6,51.2,48.8,90,529.5,534,13.4,18.2
2014,sutton,02900000,"$17,376,356.03","1,544.9","$11,247.56","$18,267,710.95","1,576.1","$11,590.45",2900000,85,96.5,3.5,0,0,0,0,0.1,0.7,0.4,1.5,3.8,0,93.5,51.6,48.4,77,0,544,13.4,18.2
2015,sutton,02900000,"$18,079,182.00","1,502.3","$12,034.34","$19,123,593.00","1,540.9","$12,410.66",2900000,102,94.1,2.9,0,1,2,0,0.1,1,0.4,1.3,3.9,0,93.3,50,50,93,0,535,13.4,18.2
2016,sutton,02900000,"$18,346,055.00","1,450.8","$12,645.47","$19,077,370.00","1,488.7","$12,814.78",2900000,100,98,1,0,1,0,0,0.1,1.1,0.4,1.2,4,0,93.2,50.4,49.6,96,0,521,13.4,18.2
2017,sutton,02900000,"$18,781,497.00","1,440.0","$13,042.71","$19,953,992.00","1,480.5","$13,477.87",2900000,91,95.6,0,0,0,4.4,0,0.1,1.1,0.6,1.4,4,0,92.8,50.2,49.8,114,560,561,13.4,18.2
2018,sutton,02900000,"$19,092,201.68","1,409.7","$13,543.45","$20,446,249.74","1,451.3","$14,088.23",2900000,102,96.1,2.9,0,0,1,0,0.1,1,0.8,1.7,4.4,0,92,49.2,50.8,108,558,551,13.4,18.2
2019,sutton,02900000,"$20,093,501.88","1,384.2","$14,516.33","$21,426,232.55","1,428.8","$14,995.96",2900000,98,95.9,2,0,0,2,0,0.1,1.3,0.7,1.7,4.4,0.1,91.7,49.9,50.1,124,557,552,13.4,18.2
2020,sutton,02900000,"$20,835,508.83","1,364.6","$15,268.58","$22,336,057.89","1,412.0","$15,818.74",2900000,99,97,3,0,0,0,0,0.1,1.5,0.7,1.6,4.6,0.1,91.5,49.7,50.3,57,552,543,13.4,18.2
2021,sutton,02900000,"$20,772,656.86","1,259.2","$16,496.71","$22,403,958.90","1,306.7","$17,145.45",2900000,70,97.1,0,0,0,2.9,0,0.1,1.5,0.8,1.7,4.6,0.1,91.3,49.9,50.1,97,562,546,13.4,18.2
2022,sutton,02900000,"$22,379,828.34","1,290.8","$17,337.95","$24,622,074.47","1,341.4","$18,355.51",2900000,90,92.2,3.3,0,1.1,3.3,0,0.1,1.3,0.7,2,4.1,0,91.8,50.3,49.7,89,558,553,13.4,18.2
2023,sutton,02900000,"$23,327,497.49","1,288.3","$18,107.19","$26,040,876.80","1,358.4","$19,170.26",2900000,82,97.6,2.4,0,0,0,0,0.1,1.3,1,2.2,4,0,91.4,49.5,50.5,67,577,564,13.4,18.2
2008,swampscott,02910000,"$26,864,258.80","2,383.5","$11,270.93","$29,211,643.00","2,459.9","$11,875.13",2910000,202,95.5,2,0.5,0,2,0,0.2,1.7,2.1,1.5,NA,NA,94.5,49.4,50.6,210,543.5,558,11,20.5
2009,swampscott,02910000,"$26,360,916.00","2,293.3","$11,494.65","$29,331,389.00","2,380.1","$12,323.49",2910000,178,92.1,5.6,0,0,2.2,0,0.2,1.9,2.3,1.8,NA,NA,93.8,49.7,50.3,166,533,544,11,20.5
2010,swampscott,02910000,"$27,006,011.86","2,287.9","$11,803.84","$29,938,236.86","2,374.9","$12,606.10",2910000,197,95.9,3,0,0,1,0,0,1.3,2,2,0.8,0,93.8,49.8,50.2,186,515.5,522,11,20.5
2011,swampscott,02910000,"$27,082,984.84","2,297.0","$11,790.59","$29,965,014.84","2,364.2","$12,674.48",2910000,150,97.3,2,0,0,0.7,0,0,1.8,2.9,2.3,1.2,0.2,91.6,50.3,49.7,152,527.5,528,11,20.5
2012,swampscott,02910000,"$29,158,412.31","2,277.5","$12,802.82","$32,315,874.31","2,350.9","$13,746.17",2910000,172,97.1,1.7,0,0,1.2,0,0,1.5,2.6,3.1,0.6,0.2,92,50.6,49.4,155,525.5,521,11,20.5
2013,swampscott,02910000,"$31,269,557.93","2,267.0","$13,793.36","$33,768,924.42","2,321.1","$14,548.67",2910000,188,94.1,2.1,0,0.5,3.2,0,0,1.6,2.6,3.2,0.8,0.1,91.7,50.6,49.4,179,524.5,533,11,20.5
2014,swampscott,02910000,"$32,639,380.00","2,306.4","$14,151.66","$34,847,085.00","2,354.9","$14,797.69",2910000,173,98.8,0.6,0,0,0.6,0,0.1,1.8,3.2,3.5,0.8,0.1,90.4,50.5,49.5,179,0,548,11,20.5
2015,swampscott,02910000,"$31,765,504.00","2,234.9","$14,213.39","$34,437,869.00","2,281.4","$15,095.06",2910000,135,97.8,0.7,0,0,1.5,0,0,1.9,3.5,4,1,0.1,89.6,49.9,50.1,136,0,538,11,20.5
2016,swampscott,02910000,"$34,552,346.00","2,249.1","$15,362.74","$37,404,540.00","2,313.1","$16,170.74",2910000,152,96.7,2,0,0.7,0.7,0,0,2.2,3.4,4.5,1.2,0.3,88.4,50.3,49.7,148,0,535,11,20.5
2017,swampscott,02910000,"$36,470,878.00","2,237.2","$16,302.02","$39,513,679.00","2,295.2","$17,215.79",2910000,174,94.8,2.3,0,0,2.9,0,0.1,2,5.8,6.8,1.5,0.3,83.5,50.6,49.4,206,572,576,11,20.5
2018,swampscott,02910000,"$35,061,895.00","2,199.6","$15,940.12","$38,282,453.27","2,268.4","$16,876.41",2910000,149,97.3,2,0,0,0.7,0,0,1.9,3.8,7.4,1.5,0.2,85.2,50.2,49.8,196,580,596,11,20.5
2019,swampscott,02910000,"$36,239,717.00","2,206.1","$16,427.05","$39,797,317.00","2,282.6","$17,435.08",2910000,163,95.1,4.9,0,0,0,0,0.2,2.2,3.6,8.5,1.8,0.2,83.5,49.4,50.6,194,571,585,11,20.5
2020,swampscott,02910000,"$35,804,391.80","2,218.4","$16,139.74","$40,073,070.22","2,313.6","$17,320.66",2910000,136,96.3,2.9,0,0,0.7,0,0.2,2.4,3.3,8.9,2,0.2,83.1,49.7,50.3,105,571,581,11,20.5
2021,swampscott,02910000,"$37,438,062.00","2,109.4","$17,748.20","$41,948,214.00","2,210.4","$18,977.66",2910000,174,95.4,4.6,0,0,0,0,0.2,2.5,3.4,10,2.2,0.1,81.5,49.4,50.6,128,606,596,11,20.5
2022,swampscott,02910000,"$39,415,922.00","2,053.1","$19,198.25","$44,731,156.00","2,187.0","$20,453.20",2910000,174,99.4,0,0,0,0.6,0,0.2,3,3.3,10.1,2.3,0.1,81,49.1,50.9,160,590,581,11,20.5
2023,swampscott,02910000,"$40,315,001.00","2,037.0","$19,791.36","$46,081,954.50","2,169.5","$21,240.82",2910000,142,95.1,2.8,0,0,2.1,0,0.2,2.6,3.3,11.1,2.4,0,80.2,48.8,51.2,141,601,585,11,20.5
2008,swansea,02920000,"$21,630,720.82","2,095.3","$10,323.45","$22,364,142.79","2,117.5","$10,561.58",2920000,142,90.8,2.1,0,2.8,2.8,1.4,0.2,1,1.2,0.2,NA,NA,97.3,48,52,81,537.5,549,13.6,27.9
2009,swansea,02920000,"$20,283,282.30","2,087.3","$9,717.61","$21,418,588.30","2,124.9","$10,079.95",2920000,117,97.4,0,0,0.9,1.7,0,0.2,0.9,1.2,0.3,NA,NA,97.3,47.1,52.9,61,528,517,13.6,27.9
2010,swansea,02920000,"$21,505,939.49","2,083.6","$10,321.53","$22,490,296.28","2,124.6","$10,585.66",2920000,125,97.6,0.8,0,0,1.6,0,0.1,0.8,0.9,0.3,0.2,0,97.6,47.2,52.8,68,512,532,13.6,27.9
2011,swansea,02920000,"$22,271,010.04","2,044.8","$10,891.53","$23,060,218.52","2,069.3","$11,143.97",2920000,134,93.3,0.7,0,0.7,4.5,0.7,0.2,0.7,1.1,0.8,1,0,96.1,47,53,89,504.5,529,13.6,27.9
2012,swansea,02920000,"$23,236,238.14","2,043.4","$11,371.36","$23,982,862.51","2,084.7","$11,504.23",2920000,140,94.3,1.4,0,0.7,2.9,0.7,0.2,0.9,1.3,0.7,1,0,95.8,48.6,51.4,89,519.5,530,13.6,27.9
2013,swansea,02920000,"$23,731,196.81","2,050.8","$11,571.68","$24,514,725.57","2,090.4","$11,727.29",2920000,134,88.8,3,0,0.7,6.7,0.7,0.2,0.9,1.1,1,1.3,0,95.4,48.2,51.8,78,502,522,13.6,27.9
2014,swansea,02920000,"$24,796,412.62","2,050.8","$12,091.09","$25,740,672.21","2,098.6","$12,265.64",2920000,131,97.7,0.8,0,0,1.5,0,0.2,0.7,1.2,1.3,1.4,0,95.2,48,52,72,0,527,13.6,27.9
2015,swansea,02920000,"$26,381,787.00","2,085.5","$12,650.10","$27,339,036.00","2,125.5","$12,862.40",2920000,134,94.8,1.5,0.7,0,2.2,0.7,0.2,0.5,1.3,1.4,1.4,0,95.2,47.9,52.1,83,0,520,13.6,27.9
2016,swansea,02920000,"$27,207,205.00","2,029.3","$13,407.19","$28,280,745.00","2,069.0","$13,668.80",2920000,120,93.3,1.7,0.8,0,4.2,0,0.2,0.7,0.9,1.3,1.6,0,95.3,47.9,52.1,74,0,539,13.6,27.9
2017,swansea,02920000,"$27,149,008.00","2,047.1","$13,262.18","$28,115,097.00","2,103.2","$13,367.77",2920000,119,94.1,3.4,0,0,2.5,0,0.1,0.7,1.2,1.4,1.2,0,95.4,46.9,53.1,112,560,549,13.6,27.9
2018,swansea,02920000,"$27,962,516.62","2,075.2","$13,474.61","$29,214,884.49","2,137.8","$13,665.86",2920000,108,97.2,0.9,0,0,1.9,0,0.1,0.7,1.5,1.6,1.5,0,94.6,48.1,51.9,97,557,548,13.6,27.9
2019,swansea,02920000,"$29,025,830.44","2,091.2","$13,879.99","$30,464,416.30","2,161.8","$14,092.15",2920000,119,98.3,1.7,0,0,0,0,0.2,0.8,1.4,2.3,1.3,0,93.9,49.3,50.7,104,538,536,13.6,27.9
2020,swansea,02920000,"$28,833,580.97","2,095.8","$13,757.79","$30,394,967.48","2,163.4","$14,049.63",2920000,119,95,4.2,0,0,0.8,0,0.3,0.8,1.5,2.3,1.2,0,94,48.6,51.4,53,553,534,13.6,27.9
2021,swansea,02920000,"$30,160,522.94","1,996.6","$15,105.94","$31,666,909.16","2,061.4","$15,361.85",2920000,122,98.4,0.8,0,0,0.8,0,0.2,1,0.8,1.6,1.6,0,94.9,47.3,52.7,101,564,547,13.6,27.9
2022,swansea,02920000,"$30,430,839.17","2,026.6","$15,015.71","$32,051,658.01","2,101.7","$15,250.35",2920000,120,95,0,0,0,5,0,0.2,1,0.9,1.8,1.5,0,94.6,48.2,51.8,58,559,529,13.6,27.9
2023,swansea,02920000,"$33,058,911.11","1,996.1","$16,561.75","$34,704,217.70","2,076.9","$16,709.62",2920000,106,89.6,3.8,0.9,0,5.7,0,0.2,1.1,0.8,2.3,1.3,0,94.3,49.3,50.7,77,560,525,13.6,27.9
2008,tantasqua,07700000,"$20,669,094.00","1,838.4","$11,242.98","$20,937,638.00","1,905.3","$10,989.16",7700000,278,91,3.2,0.7,1.4,3.2,0.4,1,0.7,0.6,1.8,NA,NA,96,49.1,50.9,195,510.5,543,11.8,27.1
2009,tantasqua,07700000,"$21,719,433.00","1,558.2","$13,938.44","$21,956,796.00","1,615.9","$13,587.63",7700000,279,93.9,2.2,0,0.7,2.9,0.4,1.4,0.8,0.6,1.9,NA,NA,95.3,48.1,51.9,155,507.5,552,11.8,27.1
2010,tantasqua,07700000,"$21,916,667.00","1,757.6","$12,469.66","$22,055,739.00","1,816.6","$12,141.22",7700000,276,89.1,4,0.4,1.8,4.3,0.4,1.4,0.6,0.7,3.4,1.4,0.1,92.4,47.1,52.9,174,503.5,547,11.8,27.1
2011,tantasqua,07700000,"$22,253,255.00","1,743.6","$12,762.82","$22,388,929.00","1,787.4","$12,525.98",7700000,289,90,5.2,0.3,1.7,2.4,0.3,1.3,0.5,0.6,2.8,1.2,0.3,93.2,47.2,52.8,181,505.5,541,11.8,27.1
2012,tantasqua,07700000,"$23,075,432.00","1,743.1","$13,238.16","$23,201,699.00","1,786.8","$12,985.06",7700000,283,90.1,5.3,0,1.4,2.8,0.4,1.1,0.7,0.6,3.6,1.6,0.2,92.1,47.1,52.9,186,499.5,538,11.8,27.1
2013,tantasqua,07700000,"$22,277,009.00","1,762.1","$12,642.31","$22,427,248.00","1,808.2","$12,403.08",7700000,280,93.9,3.2,0.4,1.4,1.1,0,1.1,0.8,0.5,4.2,1.7,0.1,91.7,47.8,52.2,194,515.5,553,11.8,27.1
2014,tantasqua,07700000,"$23,244,129.00","1,748.2","$13,296.04","$23,429,290.00","1,791.3","$13,079.49",7700000,240,94.6,3.8,0,0.4,1.3,0,0.9,1.3,0.7,3.8,1.8,0.2,91.4,47.5,52.5,165,0,538,11.8,27.1
