...1,Year,District Name,District Code_x,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,District Code_y,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,"Multi-Race, Not Hispanic or Latino",Native Hawaiian or Other Pacific Islander,White,Female,Male,Tests Taken,Reading / Writing,Math,Student / Teacher Ratio,Low Income %.y
3989,2010,sharon,2660000,270,98.9,1.1,0,0,0,0,2660000,0,9.2,5.4,2.2,1.8,0,81.4,50.3,49.7,273,596,602,12.6,12
3990,2010,shawsheen valley regional vocational technical,8710000,286,95.5,1.7,0,0.7,2.1,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,131,450.5,478,9.9,23.4
3991,2010,shrewsbury,2710000,364,95.3,1.9,0,1.6,1.1,0,2710000,0.1,12,1.7,4,1.2,0,81,49.9,50.1,328,539,562,13.5,17.7
3992,2010,silver lake,7600000,253,98.8,0.4,0,0,0.8,0,7600000,0,0.4,1.5,0.5,0,0.1,97.5,46.6,53.4,187,512.5,538,12.4,22.8
3993,2010,somerset,2730000,209,93.8,0.5,1,2.4,2.4,0,2730000,0.1,1,0.5,0.7,1.2,0.1,96.4,49.8,50.2,158,516,528,12.1,31.4
3994,2010,somerville,2740000,283,79.5,3.5,0.4,2.5,14.1,0,2740000,0.3,7.7,14.6,30.4,1.5,0.1,45.4,48.5,51.5,166,463,475,11.2,48.3
3995,2010,south hadley,2780000,173,86.1,6.9,0,3.5,3.5,0,2780000,0.3,1.5,2.3,4.6,1.2,0,90,49.2,50.8,98,502,523,10.8,35.8
3996,2010,south middlesex regional vocational technical,8290000,118,89,4.2,0,0,6.8,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,41,416.5,430,9.5,52.2
3998,2010,south shore regional vocational technical,8730000,128,96.9,2.3,0.8,0,0,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,48,455.5,491,10.4,28.5
3999,2010,southbridge,2770000,65,64.6,7.7,1.5,6.2,20,0,2770000,0,1.1,2.1,39.5,0.1,0,57,49.5,50.5,36,391.5,418,11,81.6
4000,2010,southeastern regional vocational technical,8720000,266,89.1,3,0.8,1.1,6,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,121,386,409,12.4,44.8
4001,2010,southern berkshire,7650000,50,88,0,0,2,10,0,7650000,0.1,0.5,2.6,1.5,0,0,95.2,50,50,35,519.5,507,8,38.1
4002,2010,southern worcester county regional vocational technical,8760000,253,95.3,1.6,0,0.8,2.4,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,98,425.5,459,NA,NA
4003,2010,southwick-tolland,7660000,141,92.9,3.5,0,0.7,2.8,0,7660000,0.3,0.6,1.8,2.1,1.5,0,93.8,47.9,52.1,84,524.5,510,NA,NA
4004,2010,spencer-e brookfield,7670000,142,76.1,11.3,0,5.6,7,0,7670000,0.4,0.4,0.7,3.1,1.7,0,93.8,49.2,50.8,92,477,516,12.1,49.1
4005,2010,springfield,2810000,1562,56.7,11.7,4,3.3,24.4,0,2810000,0.1,2,25.4,50.8,4,0,17.6,48.5,51.5,591,406.5,413,10.9,85
4006,2010,stoneham,2840000,183,94,0.5,0,2.2,3.3,0,2840000,0.1,3.3,1.8,3.2,0.5,0,91.2,49.3,50.7,143,501,513,10.8,22.4
4007,2010,stoughton,2850000,265,86.8,7.9,0.8,0.8,3.4,0.4,2850000,0.1,3.2,12.3,3,0.2,0,81.1,47.9,52.1,199,480,502,11.5,45.5
4009,2010,sutton,2900000,84,95.2,1.2,0,2.4,1.2,0,2900000,0.1,0.6,0.4,1.1,2,0,95.7,50.1,49.9,77,511.5,522,13.4,18.2
4010,2010,swampscott,2910000,197,95.9,3,0,0,1,0,2910000,0,1.3,2,2,0.8,0,93.8,49.8,50.2,186,515.5,522,11,20.5
4011,2010,swansea,2920000,125,97.6,0.8,0,0,1.6,0,2920000,0.1,0.8,0.9,0.3,0.2,0,97.6,47.2,52.8,68,512,532,13.6,27.9
4012,2010,tantasqua,7700000,276,89.1,4,0.4,1.8,4.3,0.4,7700000,1.4,0.6,0.7,3.4,1.4,0.1,92.4,47.1,52.9,174,503.5,547,11.8,27.1
4013,2010,taunton,2930000,391,80.8,5.6,1,1.5,11,0,2930000,0.3,0.9,7.1,9.6,3.9,0.1,78.1,47.9,52.1,206,491,509,14.4,58.4
4014,2010,tewksbury,2950000,248,86.7,6,0,4,3.2,0,2950000,0,2.3,0.8,1.7,0,0,95.2,49.9,50.1,180,505.5,527,12.6,22
4015,2010,tri county regional vocational technical,8780000,199,93,2,0,0.5,4.5,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,91,465.5,483,NA,NA
4016,2010,triton,7730000,224,90.6,3.6,0.4,0.4,4.5,0.4,7730000,0.2,0.6,0.6,1.4,0.3,0.1,96.8,48.4,51.6,160,509.5,545,10.2,29.7
4017,2010,tyngsborough,3010000,135,95.6,1.5,0,0.7,2.2,0,3010000,0.1,4.6,0.6,2.4,0.1,0,92.2,49.3,50.7,113,494,519,12.2,25
4018,2010,upper cape cod regional vocational technical,8790000,146,96.6,2.1,0,0,1.4,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,49,450,487,9.5,40.3
4019,2010,uxbridge,3040000,100,84,6,1,5,3,1,3040000,0.5,0.9,1.2,2.9,0.1,0,94.4,46.2,53.8,71,504,530,12.1,28.4
4020,2010,wachusett,7750000,430,92.8,3.7,0,0.7,2.6,0.2,7750000,0.3,1.2,0.9,1.4,0.6,0.4,95.2,49,51,345,519.5,542,14.3,16.4
4021,2010,wakefield,3050000,222,97.3,0.9,0,0.5,1.4,0,3050000,0.1,1,1.7,1.2,0.7,0.1,95.1,50.2,49.8,199,531.5,541,11.7,17.2
4022,2010,walpole,3070000,263,95.1,2.7,0,0.4,1.9,0,3070000,0.1,1.4,2.7,1.5,0,0,94.2,50.1,49.9,259,526.5,536,11.9,15.3
4023,2010,waltham,3080000,366,79.8,5.5,2.2,1.6,10.9,0,3080000,0.2,6.5,8.6,25.8,2.1,0,56.8,47.8,52.2,207,477.5,508,10.3,47.6
4024,2010,ware,3090000,77,79.2,6.5,1.3,5.2,7.8,0,3090000,0.2,1,1.2,3.2,1.1,0.2,93.2,48.1,51.9,36,461.5,493,12.6,64.7
4025,2010,wareham,3100000,205,83.9,3.9,0,2.4,9.8,0,3100000,1.2,0.6,8.6,4.5,8.7,0.1,76.4,47.4,52.6,131,471,477,11,65.9
4026,2010,watertown,3140000,170,85.3,2.4,0,1.2,11.2,0,3140000,0.9,6,3.4,7.2,0.6,1,81,48.3,51.7,126,508,543,10.2,35.7
4027,2010,wayland,3150000,217,96.8,0.5,0,1.4,1.4,0,3150000,0,9.9,4,3.6,1,0.1,81.5,48.7,51.3,201,599,629,11.4,8.4
4028,2010,webster,3160000,131,84,4.6,0.8,1.5,9.2,0,3160000,1.7,0.6,4.1,11.1,1.2,0.6,80.6,49.5,50.5,80,451.5,468,11.7,70.3
4029,2010,wellesley,3170000,291,96.9,2.7,0,0.3,0,0,3170000,0,4.7,3.5,2.2,2.3,0,87.3,49.9,50.1,269,606,605,10.5,8.3
4030,2010,west boylston,3220000,74,97.3,1.4,0,1.4,0,0,3220000,0,1,0.5,2.4,0,0,96.1,51.5,48.5,65,503.5,533,11.3,31.5
4031,2010,west bridgewater,3230000,88,95.5,2.3,0,2.3,0,0,3230000,0.1,1.1,2.1,1.8,1.2,0,93.7,51.6,48.4,66,526,538,13.6,25.6
4032,2010,west springfield,3320000,318,76.1,5.7,1.6,4.1,12.3,0.3,3320000,0.1,2.6,3.3,12.3,1.2,0,80.5,47.5,52.5,143,498.5,514,11.6,57.3
4033,2010,westborough,3210000,251,98,1.6,0,0.4,0,0,3210000,0.1,11.6,1.4,5.7,1.3,0,79.9,48.6,51.4,255,563.5,588,11.6,15.8
4034,2010,westfield,3250000,484,83.7,4.8,1.7,2.3,7.6,0,3250000,0.1,1.1,1.3,8.9,0.8,0.1,87.8,46.9,53.1,235,497.5,507,11.5,49.4
4035,2010,westford,3260000,389,96.7,1.3,0,0.8,1,0.3,3260000,0.1,9.8,0.4,0.7,0.3,0,88.8,48.9,51.1,350,582.5,602,12.1,8.6
4036,2010,weston,3300000,163,98.2,1.2,0,0,0.6,0,3300000,0.3,9.7,5.6,2.4,2.8,0,79,48,52,157,616.5,630,11.7,7.3
4037,2010,westport,3310000,120,83.3,6.7,1.7,0.8,7.5,0,3310000,0.1,0.5,0.8,0.9,0.3,0.2,97.2,48.6,51.4,69,471,485,12.1,34.5
4038,2010,westwood,3350000,184,96.7,1.6,0,0,1.6,0,3350000,0.2,4.7,2.1,1.1,0.6,0,91.3,50.1,49.9,183,566.5,581,12.1,7.9
4039,2010,weymouth,3360000,496,85.1,8.3,0,1.2,5.2,0.2,3360000,0.3,2.6,3.3,4.7,1.1,0,87.9,47.7,52.3,300,488.5,509,12.3,40.5
4040,2010,whitman-hanson,7800000,296,91.2,5.1,0.3,0.3,3,0,7800000,0.4,0.4,1.7,1.3,1.2,0,94.9,48.8,51.2,209,505.5,529,13.7,30.5
4041,2010,whittier regional vocational technical,8850000,255,96.1,0.4,0,1.6,2,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,92,455,464,10.3,38.3
4042,2010,wilmington,3420000,228,93.9,3.1,0,1.8,1.3,0,3420000,0.1,2.9,0.7,1.2,1.7,0,93.4,49.3,50.7,190,511.5,520,10.5,14.8
4043,2010,winchendon,3430000,93,77.4,6.5,0,2.2,12.9,1.1,3430000,0.3,0.4,1.3,4.3,0.5,0.5,92.8,49,51,49,477,498,13.4,56.8
4044,2010,winchester,3440000,253,96.4,1.2,0,1.2,1.2,0,3440000,0,5.8,0.8,1.8,1.8,1.1,88.7,49.3,50.7,244,593,617,12.6,7.2
4045,2010,winthrop,3460000,124,79,8.1,0,4,8.9,0,3460000,0.1,1.2,2.6,6.3,0.8,0.1,88.8,50.3,49.7,101,490,498,12.5,37.2
4046,2010,woburn,3470000,316,89.2,2.2,0.6,2.2,5.7,0,3470000,0,5.2,3.7,7.7,1,0.2,82.2,48.8,51.2,230,491,507,11.5,40.9
4047,2010,worcester,3480000,1577,74.4,8.8,1.9,3.5,10.8,0.6,3480000,0.6,8,12.5,33,1.6,0,44.3,48.5,51.5,784,432,446,11.9,71.4
4049,2009,abington,10000,139,93.5,1.4,0,0.7,4.3,0,10000,0,0.7,2,1.3,NA,NA,96,48.8,51.2,102,502.5,523,13.4,32.5
4052,2009,acton-boxborough,6000000,470,97.7,1.3,0,0.2,0.9,0,6000000,0.1,16.1,1.6,1.8,NA,NA,80.4,48.6,51.4,433,610,642,12.9,11.5
4053,2009,adams-cheshire,6030000,97,84.5,6.2,0,2.1,7.2,0,6030000,0.6,0.9,2.9,1.2,NA,NA,94.5,48.4,51.6,67,516.5,514,NA,NA
4054,2009,agawam,50000,312,88.8,2.2,0,1.3,7.7,0,50000,0.2,1.2,1.2,2.2,NA,NA,95.2,48.4,51.6,219,472,505,12.6,43.1
4055,2009,amesbury,70000,147,92.5,2.7,0,1.4,3.4,0,70000,0.4,0.8,1.5,1.9,NA,NA,95.4,49.1,50.9,104,540,552,10.7,33.4
4056,2009,amherst-pelham,6050000,282,92.2,2.1,0.4,2.1,3.2,0,6050000,0.7,9.9,9.6,6.9,NA,NA,72.8,49.4,50.6,229,582.5,587,11.1,29
4057,2009,andover,90000,385,95.8,1.8,0,1,1.3,0,90000,0.2,8.5,1,2.8,NA,NA,87.5,48.2,51.8,344,561,586,11.6,12.2
4058,2009,arlington,100000,265,95.8,0.4,0.8,0.8,2.3,0,100000,0.2,8,4.6,3,NA,NA,84.2,49.4,50.6,227,555,565,12.2,10.6
4059,2009,ashburnham-westminster,6100000,169,91.7,4.7,0,1.8,1.8,0,6100000,0.2,1.3,1.3,1.4,NA,NA,95.8,46.8,53.2,138,521.5,542,13.6,24.5
4060,2009,ashland,140000,167,95.2,0,0,1.2,3,0.6,140000,0.5,4.5,2.7,4.1,NA,NA,88.2,49.4,50.6,135,532.5,554,13.1,21.8
4061,2009,assabet valley regional vocational technical,8010000,197,91.4,0.5,0,2,4.6,1.5,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,77,431.5,448,9.9,43
4062,2009,athol-royalston,6150000,100,70,9,0,5,16,0,6150000,0.6,0.9,2.2,4.1,NA,NA,92.2,46.7,53.3,58,475,478,12.8,64.1
4063,2009,attleboro,160000,379,82.6,6.3,0,0.8,10.3,0,160000,0.4,5.6,4,6.7,NA,NA,83.3,48.9,51.1,223,496,504,14.9,40.5
4064,2009,auburn,170000,127,88.2,3.1,0,3.9,4.7,0,170000,1,2.2,1.5,2.4,NA,NA,92.9,49.5,50.5,74,467,479,13.4,27.6
4065,2009,avon,180000,49,89.8,2,0,0,8.2,0,180000,0.1,4.3,18.3,2.8,NA,NA,74.6,50.1,49.9,37,462.5,452,9.7,45.9
4066,2009,ayer,190000,91,86.8,1.1,1.1,2.2,8.8,0,190000,0.5,4.1,9.9,6.4,NA,NA,79.2,48.1,51.9,77,484.5,489,NA,NA
4067,2009,barnstable,200000,394,83.8,4.3,0.5,4.3,7.1,0,200000,1.4,1.8,5.6,5.8,NA,NA,85.4,48.6,51.4,246,517.5,520,11.2,53.3
4068,2009,bedford,230000,189,93.7,2.1,0,2.1,2.1,0,230000,0.4,8.8,5.5,1.7,NA,NA,83.5,49.9,50.1,151,564,587,11.2,13.3
4069,2009,belchertown,240000,177,89.8,2.8,1.1,2.3,4,0,240000,0.1,1.6,0.9,2,NA,NA,95.4,50.1,49.9,124,535.5,538,12.3,24.5
4070,2009,bellingham,250000,171,86.5,4.7,0,1.8,7,0,250000,0.4,1.9,1,2.1,NA,NA,94.7,49.2,50.8,103,495,503,12.9,31.6
4071,2009,belmont,260000,247,97.6,1.6,0,0,0.8,0,260000,0.2,12.3,4.9,2.9,NA,NA,79.7,49.3,50.7,255,584.5,608,15,11.9
4073,2009,berkshire hills,6180000,136,86,7.4,0,0.7,5.9,0,6180000,0.1,1.4,1.9,2.8,NA,NA,93.7,47.2,52.8,100,538,532,10,43.4
4074,2009,berlin-boylston,6200000,60,93.3,5,0,0,1.7,0,6200000,1.1,1.1,0.4,1.5,NA,NA,95.9,52,48,48,509.5,516,11.9,17.4
4075,2009,beverly,300000,285,82.5,6,0.4,2.8,8.4,0,300000,0.1,1.7,2.9,4.8,NA,NA,90.5,49.5,50.5,187,509,512,11.9,31.7
4076,2009,billerica,310000,332,88.6,4.5,0.3,2.1,4.5,0,310000,0.3,2.3,1.3,1.7,NA,NA,94.3,48,52,257,516.5,539,13.6,25.6
4077,2009,blackstone valley regional vocational technical,8050000,244,96.7,0.4,0,0.8,2,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,132,450,459,11.6,17.4
4078,2009,blackstone-millville,6220000,151,90.1,2.6,0,1.3,6,0,6220000,0,1.2,1.1,1.4,NA,NA,96.2,50.6,49.4,107,500,511,12.9,35
4079,2009,blue hills regional vocational technical,8060000,188,95.7,0.5,0,0,3.7,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,110,428,457,11.2,36.5
4080,2009,boston,350000,3851,67.7,13.7,0.4,2.1,15.9,0.2,350000,0.4,8.9,45.5,31.2,NA,NA,14,48.6,51.4,"2,424",433.5,460,10.4,69.8
4083,2009,bourne,360000,147,85,3.4,1.4,2.7,7.5,0,360000,0.3,0.8,3.8,1.8,NA,NA,93.3,50,50,110,504.5,506,10.7,38.5
4084,2009,braintree,400000,337,96.1,2.1,0,0,1.8,0,400000,0.3,6.1,3.6,2,NA,NA,88,48.6,51.4,280,519.5,541,12.6,27.6
4085,2009,bridgewater-raynham,6250000,280,90.4,4.6,0.4,0.7,2.5,1.4,6250000,0.2,1.4,2.6,1,NA,NA,94.8,49.1,50.9,215,490,516,15.9,26.4
4086,2009,bristol county agricultural,9100000,92,97.8,0,0,1.1,1.1,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,47,472,498,12.8,32.1
4087,2009,bristol-plymouth regional vocational technical,8100000,273,97.1,0.4,0,0.7,1.8,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,108,424,437,12.8,30.2
4088,2009,brockton,440000,949,74,7.1,0.8,2.7,15.4,0,440000,0.8,2.8,47.9,12.3,NA,NA,36.1,48.3,51.7,542,438.5,444,15.5,74
4089,2009,brookline,460000,409,92.2,3.4,0,2.2,2.2,0,460000,0.4,17.7,9.9,5.9,NA,NA,66.1,49.5,50.5,376,583,604,12.1,14.6
4090,2009,burlington,480000,230,95.7,1.7,0,0.4,2.2,0,480000,0.1,10.9,2.4,1.5,NA,NA,85.1,48.1,51.9,208,521,546,10.7,20
4091,2009,cambridge,490000,316,89.2,4.7,1.3,0.3,4.4,0,490000,0.6,10.5,39.1,14.8,NA,NA,35,47.7,52.3,266,495.5,503,9.1,35.5
4092,2009,canton,500000,172,94.2,2.9,0,0,2.9,0,500000,0.3,6.3,8.2,2.3,NA,NA,83,50.5,49.5,139,521.5,561,12.6,20.9
4093,2009,cape cod regional vocational technical,8150000,153,88.9,3.9,1.3,2.6,3.3,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,44,450,470,10.3,43
4094,2009,carver,520000,136,89,2.2,0,1.5,7.4,0,520000,0.1,0.1,2.9,0.1,NA,NA,96.8,49.6,50.4,89,517,516,11.8,29.5
4095,2009,central berkshire,6350000,132,93.2,2.3,0,3,1.5,0,6350000,0,1.1,1.4,0.5,NA,NA,97,47.8,52.2,90,511.5,538,13,39.8
4096,2009,chatham,550000,48,91.7,4.2,0,0,4.2,0,550000,0.1,1.1,2.7,2.4,NA,NA,93.7,46.1,53.9,42,530,542,NA,NA
4097,2009,chelmsford,560000,420,93.3,1.7,0.2,1,3.8,0,560000,0.1,7.6,1.1,1.2,NA,NA,90,48.4,51.6,303,524,534,13.4,18.4
4098,2009,chelsea,570000,292,53.8,18.2,1.4,2.4,24.3,0,570000,0.2,3.5,7.7,74.6,NA,NA,14,49.6,50.4,113,420,449,12.5,78.1
4099,2009,chicopee,610000,629,73.9,6.7,0.3,4,15.1,0,610000,0.1,1.4,3.3,20.9,NA,NA,74.3,48.4,51.6,224,479,477,11.1,66.4
4101,2009,clinton,640000,131,86.3,0.8,0,5.3,7.6,0,640000,0.1,1,3.8,19.7,NA,NA,75.3,48.4,51.6,87,498,510,12.2,52.7
4103,2009,cohasset,650000,104,91.3,0,0,1,7.7,0,650000,0,1,2.9,0.7,NA,NA,95.3,47.6,52.4,87,551.5,561,10.6,6.3
4105,2009,concord-carlisle,6400000,298,98,1.3,0,0.3,0.3,0,6400000,0,2.8,5.6,1.5,NA,NA,90.1,52.8,47.2,290,601,617,11.7,8.5
4106,2009,danvers,710000,216,88.4,5.1,0,1.4,5.1,0,710000,0.1,1.2,0.9,2,NA,NA,95.7,52.1,47.9,156,507.5,524,12,25.9
4107,2009,dartmouth,720000,292,92.5,2.4,0,0.7,4.5,0,720000,0.4,2.4,1.4,0.8,NA,NA,95,48.8,51.2,222,509.5,544,12.1,30.4
4108,2009,dedham,730000,171,91.2,4.7,0,2.9,1.2,0,730000,0.6,2.5,4.3,5,NA,NA,87.6,49.6,50.4,128,506.5,533,11,29.8
4109,2009,dennis-yarmouth,6450000,224,82.6,6.3,0,2.2,8.9,0,6450000,1.1,1.5,5.2,3.3,NA,NA,88.9,47.6,52.4,133,484,501,11.3,54.9
4110,2009,dighton-rehoboth,6500000,246,83.3,4.1,0.4,2.8,9.3,0,6500000,0.1,1.2,0.8,0.9,NA,NA,97,47.6,52.4,166,495,504,12.2,20.4
4111,2009,douglas,770000,104,88.5,1.9,1,1,7.7,0,770000,0,0.9,0.3,0.8,NA,NA,98,50.1,49.9,73,506,499,11.9,25.6
4112,2009,dover-sherborn,6550000,141,100,0,0,0,0,0,6550000,0.3,3.5,1.5,0.9,NA,NA,93.9,49,51,131,589.5,616,10.7,7.1
4113,2009,dracut,790000,280,85,6.1,0,2.9,6.1,0,790000,0.1,3.5,1.6,2.2,NA,NA,92.6,47.4,52.6,163,491,509,14.5,35.6
4114,2009,dudley-charlton reg,6580000,294,88.4,2,0,5.1,4.4,0,6580000,0.1,0.3,0.6,1.5,NA,NA,97.4,49.7,50.3,218,499,519,13.1,33.5
4115,2009,duxbury,820000,238,94.1,2.1,0,0.4,3.4,0,820000,0.2,0.9,0.4,0.5,NA,NA,98.1,47.9,52.1,214,545,551,11.9,8.7
4116,2009,east bridgewater,830000,150,90,1.3,0,0.7,8,0,830000,0.1,0.5,1.4,0.6,NA,NA,97.4,49.8,50.2,110,477.5,492,12,27.9
4117,2009,east longmeadow,870000,221,94.1,1.8,0,1.8,2.3,0,870000,0.1,1.4,2.5,1,NA,NA,94.9,50,50,160,503,520,12.5,26.6
4118,2009,easthampton,860000,118,84.7,5.9,1.7,2.5,5.1,0,860000,0.3,4,1.8,3.9,NA,NA,90,49.6,50.4,71,479.5,485,11.9,40.3
4119,2009,easton,880000,261,99.2,0,0,0,0.8,0,880000,0.2,2.7,3.1,1.9,NA,NA,92.2,48.8,51.2,200,526,544,12.8,20.8
4120,2009,essex agricultural technical,9130000,86,90.7,1.2,0,2.3,5.8,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,44,450.5,445,NA,NA
4121,2009,everett,930000,385,78.7,6.5,0.8,1,12.2,0.8,930000,0.2,5.7,10.9,17.5,NA,NA,65.6,48.5,51.5,208,432.5,445,12.7,71.5
4122,2009,fairhaven,940000,149,85.9,3.4,0,0,10.1,0.7,940000,0.2,0.4,1.4,0.7,NA,NA,97.3,49.1,50.9,84,509,512,12.8,37.6
4123,2009,fall river,950000,651,65.1,3.5,2,5.4,23.8,0.2,950000,0.6,4.7,8.7,10.6,NA,NA,75.4,48.5,51.5,229,450,457,12.3,78.5
4124,2009,falmouth,960000,272,84.6,4.4,0,4.4,6.6,0,960000,1.2,0.9,3.7,2.5,NA,NA,91.8,49.7,50.3,168,510,532,10.1,39.5
4125,2009,fitchburg,970000,319,77.7,6,0.6,1.9,13.5,0.3,970000,0.4,8.7,6.6,34.6,NA,NA,49.7,49.6,50.4,145,452,472,11.4,72.6
4127,2009,foxborough,990000,224,91.5,5.8,0.4,0,2.2,0,990000,0.1,1.9,2.7,1.1,NA,NA,94.3,49.1,50.9,163,531.5,546,11.6,21.8
4129,2009,framingham,1000000,503,91.3,3.2,0,0.8,4.8,0,1000000,0.3,6.4,7.3,18,NA,NA,68,50,50,378,522,561,11.5,53.8
4131,2009,franklin,1010000,351,97.4,1.4,0.3,0.6,0.3,0,1010000,0.5,2.6,1.1,0.9,NA,NA,94.9,49,51,282,543,561,12.1,15.8
4132,2009,franklin county regional vocational technical,8180000,113,87.6,4.4,0.9,0,7.1,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,10.8,41.4
4133,2009,freetown-lakeville,6650000,202,90.6,3,0,2.5,4,0,6650000,0.4,0.3,1.6,0.4,NA,NA,97.4,49.2,50.8,140,528.5,532,12.5,23.4
4134,2009,frontier,6700000,99,94.9,2,0,0,3,0,6700000,0.3,2.3,1.5,1.1,NA,NA,94.8,50.4,49.6,63,517.5,520,11.7,26.3
4135,2009,gardner,1030000,225,74.7,5.8,0,4.9,14.2,0.4,1030000,0.5,2.4,3.8,7.1,NA,NA,86.1,48.9,51.1,131,502.5,512,16.7,64.8
4136,2009,gateway,6720000,81,84,7.4,0,2.5,6.2,0,6720000,0.5,0.2,0.8,1.6,NA,NA,96.9,50.3,49.7,44,501,503,9.4,46.8
4137,2009,georgetown,1050000,97,99,0,0,0,1,0,1050000,0.2,1.4,0.4,1.6,NA,NA,96.4,48.9,51.1,67,568,584,17.9,14.3
4138,2009,gill-montague,6740000,86,79.1,4.7,0,11.6,4.7,0,6740000,0.7,0.7,1.8,6.5,NA,NA,90.2,51.1,48.9,40,494,486,9.6,57.1
4139,2009,gloucester,1070000,279,82.1,9.3,0.4,2.2,6.1,0,1070000,0.1,1.1,1.3,3,NA,NA,94.5,48,52,153,499.5,498,10.7,44.2
4140,2009,grafton,1100000,161,85.7,5.6,1.2,0.6,6.8,0,1100000,0.9,3.5,1.2,1.8,NA,NA,92.6,48.8,51.2,126,525.5,543,12.8,15.8
4141,2009,granby,1110000,81,93.8,2.5,0,1.2,2.5,0,1110000,0.1,0.3,0.3,0.4,NA,NA,98.9,52,48,36,523,503,11.9,35.4
4142,2009,greater fall river regional vocational technical,8210000,318,93.1,1.9,0.6,0.6,3.5,0.3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,109,440.5,446,10.1,46.6
4143,2009,greater lawrence regional vocational technical,8230000,282,73,12.4,1.1,1.8,10.6,1.1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,88,383,403,10.8,65.1
4144,2009,greater lowell regional vocational technical,8280000,424,93.2,3.1,0.5,0.5,2.8,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,84,432,455,10.9,48.7
4145,2009,greater new bedford regional vocational technical,8250000,435,89.2,5.3,0.5,0.7,3.4,0.9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,204,410.5,422,10.9,51.8
4146,2009,greenfield,1140000,102,78.4,6.9,1,4.9,8.8,0,1140000,0.5,2,3.2,7.6,NA,NA,86.8,48.6,51.4,41,476.5,487,10.9,63.9
4147,2009,groton-dunstable,6730000,189,97.9,1.6,0,0,0,0.5,6730000,0,1.2,0.1,0.3,NA,NA,98.4,47.2,52.8,169,539,579,12.5,9.3
4148,2009,hadley,1170000,43,95.3,0,0,0,4.7,0,1170000,0.8,2.3,2,3.7,NA,NA,91.1,51,49,27,533,536,9.1,26
4149,2009,hamilton-wenham,6750000,181,97.2,1.1,0,0,1.7,0,6750000,0.2,2.6,0.7,0.7,NA,NA,95.9,51.1,48.9,142,579.5,572,11.2,8
4150,2009,hampden-wilbraham,6800000,337,93.2,2.4,0.3,2.1,2.1,0,6800000,0.2,1.9,2.4,1.1,NA,NA,94.4,48.8,51.2,256,528,553,14,22.1
4151,2009,hampshire,6830000,133,92.5,0.8,0,1.5,5.3,0,6830000,0,0.1,0.2,1.3,NA,NA,98.4,52.4,47.6,91,531.5,532,9.9,19.4
4152,2009,hanover,1220000,157,96.8,1.3,0,0,1.9,0,1220000,0,1.2,1,0.5,NA,NA,97.3,49.4,50.6,145,498,504,13.2,11.1
4153,2009,harvard,1250000,95,95.8,1.1,0,0,3.2,0,1250000,0.1,4.7,1.5,1.3,NA,NA,92.4,52.4,47.6,93,623.5,608,11.5,9.7
4154,2009,harwich,1260000,97,80.4,6.2,0,5.2,8.2,0,1260000,0.3,1.1,2.4,1.4,NA,NA,94.9,47.4,52.6,58,518.5,502,NA,NA
4155,2009,hatfield,1270000,24,91.7,4.2,0,0,4.2,0,1270000,0,2.1,0.2,0.6,NA,NA,97,46.8,53.2,17,542,532,8.2,20.5
4156,2009,haverhill,1280000,488,68.4,11.9,0.8,3.7,15.2,0,1280000,0,1.6,3.2,18.3,NA,NA,76.9,47.8,52.2,255,485,495,11.8,61.1
4158,2009,hingham,1310000,240,97.1,2.1,0,0,0.8,0,1310000,0.1,2,1.4,1,NA,NA,95.6,49.1,50.9,210,572,576,12.1,7.8
4159,2009,holbrook,1330000,81,80.2,8.6,0,1.2,9.9,0,1330000,0.3,3.7,9.6,4.5,NA,NA,82,47.9,52.1,45,478.5,502,12.9,43.8
4160,2009,holliston,1360000,246,95.9,2,0,0.4,1.6,0,1360000,0.1,1.7,1.1,1.2,NA,NA,95.9,48.6,51.4,203,576.5,593,12.9,10.2
4161,2009,holyoke,1370000,450,55.1,12.2,2.2,2.2,27.8,0.4,1370000,0.2,1.1,3.7,73.8,NA,NA,21.2,48.5,51.5,134,464,484,11.7,85.1
