...1,Year,District Name,District Code_x,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,District Code_y,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,"Multi-Race, Not Hispanic or Latino",Native Hawaiian or Other Pacific Islander,White,Female,Male,Tests Taken,Reading / Writing,Math,Student / Teacher Ratio,Low Income %.y
779,2021,nauset,6600000,217,92.2,4.6,0,0.5,2.8,0,6600000,0.5,2.4,4.2,3.3,2.4,0.1,87.2,51.4,48.6,163,564,534,9.8,30.9
780,2021,needham,1990000,406,98,1.2,0,0.5,0.2,0,1990000,0.1,8.4,2.9,5.4,4.6,0,78.5,50.6,49.4,357,629,645,12.3,7.8
782,2021,new bedford,2010000,388,80.4,5.9,1,0,12.6,0,2010000,0.5,0.9,11.6,38.9,5.3,0.2,42.6,47.6,52.4,27,516,490,12.1,79.8
784,2021,newburyport,2040000,194,95.9,2.6,0,0,1.5,0,2040000,0,1.6,1.1,2.9,1.7,0,92.7,49.7,50.3,182,581,583,10.1,12.8
785,2021,newton,2070000,918,96.7,2.6,0,0.1,0.5,0,2070000,0.1,18,4.7,7.6,5.8,0,63.7,49.3,50.7,926,639,657,11.1,13.4
786,2021,norfolk county agricultural,9150000,116,98.3,0,0,0,1.7,0,9150000,0.4,0.9,1.5,3.2,2.8,0,91.2,71.3,28.7,58,541,506,10.1,21.3
787,2021,north adams,2090000,83,81.9,7.2,1.2,0,9.6,0,2090000,0.1,0.5,3.3,6.3,6.9,0.2,82.6,50,50,4,nil,nil,9.6,71.4
788,2021,north andover,2110000,354,97.7,1.7,0,0.3,0.3,0,2110000,0.3,8.1,3.2,8.8,2.6,0.2,76.9,49.4,50.6,500,576,567,13.3,22.1
789,2021,north attleborough,2120000,237,95.8,3,0,0,1.3,0,2120000,0.3,6.1,2.9,4.3,3.7,0.1,82.6,49.4,50.6,232,588,585,13,25.5
790,2021,north brookfield,2150000,19,84.2,5.3,0,0,10.5,0,2150000,0,0.4,0.9,4.5,3.4,0,90.9,47.6,52.4,12,579,563,10.3,47.9
791,2021,north middlesex,7350000,200,93,4.5,0,0,2.5,0,7350000,0.1,1.1,1.4,3.7,2.8,0.1,90.8,48.8,51.2,197,568,548,12.5,26.8
792,2021,north reading,2170000,180,97.8,1.1,0,0,1.1,0,2170000,0,3.4,0.6,2.8,2.5,0.2,90.5,49.7,50.3,251,575,571,11.2,11
793,2021,northampton,2100000,207,96.1,2.4,0,0.5,1,0,2100000,0.2,4.2,2.8,16.8,6.1,0,69.8,50.5,49.5,145,616,596,10.4,31.5
794,2021,northampton-smith vocational agricultural,4060000,115,95.7,0,0,0,4.3,0,4060000,0,1,1.6,15.6,1.4,0,80.2,39.1,60.9,4,nil,nil,8.9,38
795,2021,northboro-southboro,7300000,361,98.3,1.1,0,0,0.6,0,7300000,0.1,10.2,1.2,4.7,2.6,0.3,80.8,52.9,47.1,543,604,615,10.9,13
796,2021,northbridge,2140000,118,85.6,2.5,0.8,1.7,9.3,0,2140000,0,1,0.4,7.9,3.8,0.1,86.7,47.9,52.1,53,561,542,12.6,38.4
797,2021,northeast metropolitan regional vocational technical,8530000,289,99.3,0,0,0,0.7,0,8530000,0,1.7,2.9,27,1.6,0.2,66.7,45.9,54.1,57,484,462,11.2,50.3
798,2021,northern berkshire regional vocational technical,8510000,106,94.3,1.9,0,0,3.8,0,8510000,0.2,0.2,1,3.1,2.7,0,92.8,37,63,21,528,480,10.7,44
799,2021,norton,2180000,168,96.4,1.2,0,0,2.4,0,2180000,0.2,1.8,1.8,3.2,3.2,0.2,89.6,49.4,50.6,103,577,549,12.7,25.6
800,2021,norwell,2190000,162,98.1,1.2,0,0,0.6,0,2190000,0,2,0.5,1.8,2.1,0.2,93.5,49.3,50.7,239,601,581,12.9,5.8
801,2021,norwood,2200000,212,97.2,1.4,0,0,1.4,0,2200000,0,7.8,10.2,10.7,2.1,0.1,69.2,49.5,50.5,199,556,562,10.7,40.7
802,2021,old colony regional vocational technical,8550000,122,99.2,0,0,0,0.8,0,8550000,0,0.5,0.9,0.4,1.6,0,96.5,38.3,61.7,10,564,543,8.9,21.7
803,2021,old rochester,7400000,181,96.1,1.7,0,0,2.2,0,7400000,0.1,1.9,2.7,1.5,2.7,0,91.1,50.8,49.2,99,593,583,11.6,24.1
804,2021,oxford,2260000,85,92.9,2.4,0,0,4.7,0,2260000,0.2,1,2,10.3,4.3,0.1,82,48.7,51.3,78,521,506,11.9,46.3
805,2021,palmer,2270000,73,93.2,4.1,0,0,2.7,0,2270000,0,1.8,2.9,9.8,3.7,0,81.8,47.7,52.3,9,nil,nil,10.6,58.6
806,2021,pathfinder regional vocational technical,8600000,134,89.6,6,0,0,4.5,0,8600000,0.8,0.8,0.6,5.7,3.9,0,88.2,39.8,60.2,3,nil,nil,8.9,42.8
808,2021,peabody,2290000,317,87.7,6.6,0.3,0,5.4,0,2290000,0,1.7,3.8,13.6,2.2,0,78.7,48.6,51.4,169,537,530,12.2,44.7
809,2021,pembroke,2310000,196,94.4,5.1,0,0,0.5,0,2310000,0.1,0.9,0.8,0.5,1.2,0.2,96.3,48.4,51.6,157,573,561,12.9,18
810,2021,pentucket,7450000,187,96.3,1.6,0,0,2.1,0,7450000,0,1.4,0.4,2.9,1.5,0,93.7,48.3,51.7,198,581,572,12.1,16.6
815,2021,pioneer valley,7500000,40,100,0,0,0,0,0,7500000,0.1,0.7,1,2,2.9,0,93.3,51.7,48.3,42,539,507,10.6,31
818,2021,pittsfield,2360000,380,90.5,2.4,0,0.5,6.6,0,2360000,0.3,1.6,10.8,11.8,8.3,0.1,67.2,48.9,51.1,143,533,516,9.5,65.5
819,2021,plymouth,2390000,529,97.2,1.7,0,0,1.1,0,2390000,0.2,1.2,1.9,4.3,4,0.1,88.3,47.6,52.4,691,528,521,11.2,31.5
821,2021,quabbin,7530000,141,90.8,6.4,0,0,2.8,0,7530000,0,0.7,0.4,4.6,2.3,0,91.9,50.8,49.2,50,569,577,14.5,35.8
822,2021,quaboag regional,7780000,86,93,4.7,1.2,0,1.2,0,7780000,0,0.1,0.6,6.5,2.9,0,89.9,50.2,49.8,18,583,552,12.5,43.2
823,2021,quincy,2430000,624,93.4,4.5,0.3,0.2,1.6,0,2430000,0.2,37.9,6.5,5.2,3,0.4,46.9,47.6,52.4,367,567,578,12.8,47.2
824,2021,ralph c mahar,7550000,95,91.6,4.2,0,0,4.2,0,7550000,0.4,1.1,2.4,7.6,4.5,0,84,51.7,48.3,1,nil,nil,8.4,57.9
825,2021,randolph,2440000,120,77.5,9.2,3.3,0,10,0,2440000,0.3,17.1,51,12.6,5,0.2,13.8,46.1,53.9,25,564,580,11,60.7
826,2021,reading,2460000,316,97.5,2.2,0,0,0.3,0,2460000,0.2,4.7,2.5,2.1,2.1,0,88.5,48.4,51.6,470,581,588,12.9,10.8
827,2021,revere,2480000,443,88,5.6,0,0.2,6.1,0,2480000,0.3,5.3,3.9,51.3,2.3,0,36.9,49.5,50.5,308,516,525,11.4,65.2
829,2021,rockland,2510000,112,91.1,3.6,0,0,5.4,0,2510000,0,1,5,10.7,4.1,0,79.3,48.3,51.7,86,526,521,12.2,47.2
830,2021,rockport,2520000,63,93.7,3.2,0,0,3.2,0,2520000,0,1.6,0.6,1.6,2.9,0,93.2,47.6,52.4,29,603,589,8.2,26.5
833,2021,salem,2580000,200,85,7,0,0,8,0,2580000,0.1,2.4,6.5,38,4.6,0,48.4,48.5,51.5,61,531,511,10.6,62.2
835,2021,sandwich,2610000,137,95.6,1.5,0,0,2.9,0,2610000,0.5,2.2,1.2,2.1,0.5,0.1,93.4,49.4,50.6,75,565,559,11,24.2
836,2021,saugus,2620000,149,87.9,7.4,0.7,0.7,3.4,0,2620000,0.4,5,4.4,14.7,1.6,0.2,73.7,48.5,51.5,56,532,529,14.3,46.6
837,2021,scituate,2640000,244,97.5,2.5,0,0,0,0,2640000,0,1.2,2.8,0.7,1.5,0,93.7,49.8,50.2,379,577,552,11.6,11.8
838,2021,seekonk,2650000,148,93.9,2.7,0,0,3.4,0,2650000,0.1,2.7,1.8,4.4,2.9,0,88.1,50.9,49,128,565,546,11.6,20.3
839,2021,sharon,2660000,258,93.4,4.3,0.4,1.2,0.8,0,2660000,0.1,26.7,4.8,4.3,4.8,0.1,59.2,48.7,51.3,312,651,667,12.6,12
840,2021,shawsheen valley regional vocational technical,8710000,303,98.3,1.3,0,0,0.3,0,8710000,0.3,0.7,1.5,4.3,1.6,0,91.5,42.5,57.5,185,523,504,9.9,23.4
841,2021,shrewsbury,2710000,415,98.3,1.2,0,0,0.5,0,2710000,0.3,28.5,1.9,7.8,3.5,0,58.1,49.9,50,504,609,630,13.5,17.7
842,2021,silver lake,7600000,240,97.5,0,0,0.4,2.1,0,7600000,0,0.9,1.5,0.9,0.5,0.2,96,47.7,52.3,202,587,589,12.4,22.8
844,2021,somerset berkley regional school district,7630000,221,97.7,0.9,0,0,1.4,0,7630000,0,0.5,1.4,2.5,3.1,0,92.5,53.2,46.8,195,569,568,12.4,27.8
845,2021,somerville,2740000,255,90.6,5.1,0,0,4.3,0,2740000,0,7.4,9.9,43,3.2,0,36.5,46.3,53.7,90,580,575,11.2,48.3
846,2021,south hadley,2780000,130,96.9,2.3,0,0,0.8,0,2780000,0.1,1.9,2,11.4,2.5,0.1,82,50.1,49.9,86,554,550,10.8,35.8
847,2021,south middlesex regional vocational technical,8290000,161,91.9,2.5,1.2,0,4.3,0,8290000,0.8,0.1,5.9,46.3,3.3,0,43.5,43.1,56.9,14,586,587,9.5,52.2
849,2021,south shore regional vocational technical,8730000,146,95.2,0.7,0,0,4.1,0,8730000,0,0.5,0.8,3.3,2.5,0.2,92.8,33.6,66.4,17,528,522,10.4,28.5
850,2021,southbridge,2770000,90,56.7,8.9,4.4,0,30,0,2770000,0.4,1.5,1.9,52.8,1.6,0,41.8,48.9,51.1,6,nil,nil,11,81.6
851,2021,southeastern regional vocational technical,8720000,343,98.8,0.6,0,0,0.6,0,8720000,0.1,1.4,32.6,11.7,3.9,0,50.4,48.8,51.2,22,515,491,12.4,44.8
852,2021,southern berkshire,7650000,45,93.3,2.2,0,0,4.4,0,7650000,0.6,0,0.8,6.5,5,0,87.2,47.9,52.1,29,568,525,8,38.1
853,2021,southern worcester county regional vocational technical,8760000,260,98.5,0.4,0,0.4,0.8,0,8760000,0.1,0.4,0.5,6.7,0.9,0,91.3,42,58,86,537,527,NA,NA
854,2021,southwick-tolland-granville regional school district,7660000,97,95.9,0,0,1,3.1,0,7660000,0.1,0.6,1.8,5,1.7,0,90.7,49.4,50.6,40,542,540,11,34.2
855,2021,spencer-e brookfield,7670000,43,95.3,2.3,0,0,2.3,0,7670000,0.1,0.9,1,8.6,4,0,85.3,47.1,52.9,8,nil,nil,12.1,49.1
856,2021,springfield,2810000,1410,84.9,7.2,0,0.1,7.8,0,2810000,0.1,2.4,19.5,64.8,1.4,0,11.8,47.8,52.2,579,471,467,10.9,85
857,2021,stoneham,2840000,166,92.2,3.6,0,0.6,3.6,0,2840000,0.3,4.4,2,6.6,3.1,0,83.6,49.3,50.7,83,549,554,10.8,22.4
858,2021,stoughton,2850000,222,93.7,2.3,0.5,0.5,3.2,0,2850000,0.1,6.2,21.4,8.8,4.2,0.4,58.9,48.1,51.9,76,554,555,11.5,45.5
860,2021,sutton,2900000,70,97.1,0,0,0,2.9,0,2900000,0.1,1.5,0.8,1.7,4.6,0.1,91.3,49.9,50.1,97,562,546,13.4,18.2
861,2021,swampscott,2910000,174,95.4,4.6,0,0,0,0,2910000,0.2,2.5,3.4,10,2.2,0.1,81.5,49.4,50.6,128,606,596,11,20.5
862,2021,swansea,2920000,122,98.4,0.8,0,0,0.8,0,2920000,0.2,1,0.8,1.6,1.6,0,94.9,47.3,52.7,101,564,547,13.6,27.9
863,2021,tantasqua,7700000,267,98.1,0.7,0,0,1.1,0,7700000,0.2,1.1,0.5,4.5,2.6,0,91.2,50.5,49.5,142,575,596,11.8,27.1
864,2021,taunton,2930000,453,92.3,4.6,0.2,0,2.9,0,2930000,0.2,1.4,13.7,11.5,4.6,0.2,68.4,48.9,51.1,211,538,514,14.4,58.4
865,2021,tec connections academy commonwealth virtual school district,39020000,85,48.2,16.5,0,3.5,31.8,0,39020000,0.4,3.3,6.3,12.2,7.1,0.2,70.5,56.6,43.4,39,585,555,23.2,58
866,2021,tewksbury,2950000,200,95.5,3,0,0,1.5,0,2950000,0.1,3,2.6,2.8,0.9,0.1,90.6,48.8,51.2,196,552,545,12.6,22
867,2021,tri-county regional vocational technical,8780000,207,98.6,0.5,0,0.5,0.5,0,8780000,0.4,0.7,0.4,4.6,4.5,0.2,89.2,44.9,55,38,538,520,11.2,27.1
868,2021,triton,7730000,149,90.6,4.7,1.3,0,3.4,0,7730000,0.1,1.9,1.1,2.4,1.7,0.2,92.5,49.3,50.6,63,595,585,10.2,29.7
869,2021,tyngsborough,3010000,103,96.1,2.9,1,0,0,0,3010000,0.1,6.1,2.9,4.3,3,0,83.5,48.9,51.1,155,557,573,12.2,25
870,2021,upper cape cod regional vocational technical,8790000,163,100,0,0,0,0,0,8790000,0.6,1.7,4.4,1.4,4.4,0,87.6,38.2,61.8,17,492,462,9.5,40.3
871,2021,uxbridge,3040000,109,87.2,5.5,1.8,1.8,3.7,0,3040000,0.4,1.5,1.1,3.8,2,0.1,91.2,46.6,53.4,113,541,519,12.1,28.4
872,2021,wachusett,7750000,474,95.8,2.5,0,0.2,1.5,0,7750000,0.1,3,1.9,4.8,2.1,0.1,88,49.7,50.3,514,582,581,14.3,16.4
873,2021,wakefield,3050000,236,98.3,0,0,0,1.7,0,3050000,0.1,3.2,2.5,5.4,2.7,0.2,85.9,49.7,50.3,248,565,561,11.7,17.2
874,2021,walpole,3070000,260,95.4,2.7,0,0.4,1.5,0,3070000,0.3,5.9,3.8,5.1,1.8,0,83,49.3,50.7,291,587,569,11.9,15.3
875,2021,waltham,3080000,351,86.9,5.7,0,0.3,7.1,0,3080000,0.1,5.7,9.7,37.5,2.7,0.1,44.1,47.4,52.6,204,564,555,10.3,47.6
876,2021,ware,3090000,61,82,11.5,0,0,6.6,0,3090000,0.2,0.7,2,8,4.6,0.2,84.3,48.5,51.5,27,512,534,12.6,64.7
877,2021,wareham,3100000,81,67.9,16,1.2,0,14.8,0,3100000,1.1,1,7.5,7.2,10,0.1,73.2,48.2,51.8,9,nil,nil,11,65.9
878,2021,watertown,3140000,169,91.1,4.1,0,1.2,3.6,0,3140000,0.5,7.8,3.5,12.9,4.7,0.1,70.6,49,51,144,559,568,10.2,35.7
879,2021,wayland,3150000,222,98.6,0.5,0.5,0,0.5,0,3150000,0,15.1,5.4,4.5,5.5,0.3,69.3,48.8,51.2,214,645,657,11.4,8.4
880,2021,webster,3160000,89,68.5,15.7,0,2.2,13.5,0,3160000,0.2,1.9,4.5,22.2,5.8,0.2,65.2,48.9,51.1,23,523,509,11.7,70.3
881,2021,wellesley,3170000,365,96.7,3,0,0,0.3,0,3170000,0,12.6,4.5,4.9,6,0,71.9,50.6,49.4,337,657,670,10.5,8.3
882,2021,west boylston,3220000,58,96.6,3.4,0,0,0,0,3220000,0.1,1,1.5,10.2,3.7,0,83.5,50.9,49.1,43,570,536,11.3,31.5
883,2021,west bridgewater,3230000,94,100,0,0,0,0,0,3230000,0.2,1.2,3,3.4,2.8,0.2,89.2,52.4,47.6,111,543,542,13.6,25.6
884,2021,west springfield,3320000,261,92.3,3.4,0,0,4.2,0,3320000,0.1,7.2,3.6,16.5,2.5,0,70,48.1,51.9,62,568,547,11.6,57.3
885,2021,westborough,3210000,293,98,1.7,0,0,0.3,0,3210000,0.1,30.9,1.6,5.8,3,0.1,58.4,49.3,50.7,343,625,639,11.6,15.8
886,2021,westfield,3250000,385,94,2.9,0.3,0,2.9,0,3250000,0.1,2.9,2.3,13.2,2,0.1,79.4,48.9,51.1,87,559,554,11.5,49.4
887,2021,westford,3260000,432,97.2,2.1,0,0,0.7,0,3260000,0.2,24.3,0.8,1.2,3.5,0,69.9,49.4,50.6,403,632,654,12.1,8.6
888,2021,weston,3300000,159,98.1,1.9,0,0,0,0,3300000,0.3,15,6.5,5.9,5.1,0,67.2,49.1,50.9,156,638,657,11.7,7.3
889,2021,westport,3310000,80,86.3,3.8,2.5,0,7.5,0,3310000,0.3,0.9,0.3,3.3,4.1,0,91.1,45.2,54.8,29,521,490,12.1,34.5
890,2021,westwood,3350000,239,98.3,1.7,0,0,0,0,3350000,0,9.1,2.3,3.4,2.9,0,82.2,49.7,50.3,339,607,631,12.1,7.9
891,2021,weymouth,3360000,396,91.2,6.8,0.3,0.3,1.5,0,3360000,0.2,5.7,6.1,7.9,3.3,0.1,76.7,48.9,51.1,110,548,538,12.3,40.5
892,2021,whitman-hanson,7800000,268,91,6,0.4,0,2.6,0,7800000,0.4,1,2,3.9,2.4,0.1,90.3,49,51,273,531,524,13.7,30.5
893,2021,whittier regional vocational technical,8850000,257,98.4,0,0,0.4,1.2,0,8850000,0.2,1.1,1.5,18.3,2.8,0,76,45.4,54.6,35,549,527,10.3,38.3
894,2021,wilmington,3420000,185,96.8,1.6,0.5,0,1.1,0,3420000,0.1,4.7,1.5,4.1,2.9,0,86.6,49,51,70,592,580,10.5,14.8
895,2021,winchendon,3430000,62,67.7,16.1,0,1.6,14.5,0,3430000,0.2,2.5,1.6,6,3,0.1,86.6,46.2,53.8,30,554,527,13.4,56.8
896,2021,winchester,3440000,346,97.7,2,0,0,0.3,0,3440000,0.2,16.5,1,3.2,5.3,0,73.7,50.1,49.9,449,627,643,12.6,7.2
897,2021,winthrop,3460000,134,92.5,0,2.2,1.5,3.7,0,3460000,0.2,0.9,1.4,13.3,2,0,82.2,48.6,51.4,50,559,552,12.5,37.2
898,2021,woburn,3470000,272,93,3.7,0,0,3.3,0,3470000,0.4,7.4,6.8,9.4,2.8,0.1,73.1,50,50,220,536,536,11.5,40.9
899,2021,worcester,3480000,1575,90,5.3,0,0.3,4.5,0,3480000,0.2,7.4,15.4,41.8,4.1,0,31.1,48.6,51.4,643,518,521,11.9,71.4
901,2020,abington,10000,105,96.2,2.9,0,0,1,0,10000,0,0.5,2.7,5,2.2,0.1,89.5,49.4,50.6,66,533,539,13.4,32.5
903,2020,acton-boxborough,6000000,423,98.3,1.2,0,0,0.5,0,6000000,0.2,30.5,1.8,3.5,3.8,0,60.2,48,52,178,656,686,12.9,11.5
905,2020,agawam,50000,245,94.7,0.4,0.8,0,4.1,0,50000,0,2.5,1.8,6.7,2.5,0.1,86.5,48.3,51.7,82,558,561,12.6,43.1
906,2020,amesbury,70000,142,89.4,7,0,0,3.5,0,70000,0.1,1.1,1.9,5.8,3.3,0.1,87.8,47.4,52.6,80,572,574,10.7,33.4
907,2020,amherst-pelham,6050000,193,92.2,4.1,0,0,3.6,0,6050000,0.1,9.3,7.1,14.6,8.6,0.1,60.1,48.8,51.2,129,617,618,11.1,29
908,2020,andover,90000,411,97.8,1.9,0,0,0.2,0,90000,0.3,16.3,1.8,5.2,2.7,0,73.6,49.8,50.2,399,604,624,11.6,12.2
909,2020,arlington,100000,298,97.7,1.7,0,0,0.7,0,100000,0.1,11.4,3.6,5.4,4.7,0.2,74.6,50.8,49.2,159,610,608,12.2,10.6
910,2020,ashburnham-westminster,6100000,154,95.5,4.5,0,0,0,0,6100000,0,0.7,0.6,4,1.8,0,92.9,48.9,51.1,70,567,564,13.6,24.5
911,2020,ashland,140000,192,96.4,1.6,0,0.5,1.6,0,140000,0.6,11.3,2.1,9.1,3.1,0,73.7,50.6,49.4,96,570,607,13.1,21.8
912,2020,assabet valley regional vocational technical,8010000,254,99.2,0,0,0,0.8,0,8010000,0.4,1,0.6,14.6,2.1,0,81.2,44.6,55.4,47,506,507,9.9,43
913,2020,athol-royalston,6150000,74,86.5,5.4,0,0,8.1,0,6150000,0.1,0.6,1.8,8.4,2.1,0,87.1,46.9,53.1,26,507,491,12.8,64.1
915,2020,attleboro,160000,388,93.3,5.7,0,0,1,0,160000,0.2,4.7,4.9,13.6,5.8,0.2,70.6,46.6,53.4,211,549,542,14.9,40.5
916,2020,auburn,170000,161,96.9,1.9,0,0.6,0.6,0,170000,0.3,3.7,2.1,6.2,3.1,0,84.6,50.3,49.7,92,564,547,13.4,27.6
917,2020,avon,180000,40,97.5,0,0,2.5,0,0,180000,0.8,4.8,29.5,6.6,4.9,0,53.4,50.3,49.7,32,519,510,9.7,45.9
918,2020,ayer shirley school district,6160000,90,94.4,1.1,0,0,4.4,0,6160000,0.2,2.7,4.7,10.8,4.8,0.4,76.4,48.3,51.7,56,560,552,12.1,31.7
919,2020,barnstable,200000,308,90.6,4.2,2.3,0.3,2.6,0,200000,0.7,2.4,7.1,10.3,4.3,0.2,74.9,48.8,51.2,204,557,551,11.2,53.3
921,2020,bedford,230000,179,95.5,3.4,0.6,0,0.6,0,230000,0.3,12.8,6.5,5.4,4.3,0.2,70.5,48.8,51.2,85,609,617,11.2,13.3
922,2020,belchertown,240000,158,96.2,1.9,0.6,0.6,0.6,0,240000,0.1,2,1.7,3.7,2,0.2,90.2,48.8,51.2,73,567,562,12.3,24.5
923,2020,bellingham,250000,139,95.7,0.7,0.7,1.4,1.4,0,250000,0.2,3.3,1.5,3.2,1.6,0,90.3,48.8,51.2,74,544,539,12.9,31.6
924,2020,belmont,260000,310,96.5,2.9,0,0,0.6,0,260000,0.1,18,3.4,3.7,6.6,0,68,50.3,49.7,241,622,641,15,11.9
926,2020,berkshire hills,6180000,106,93.4,4.7,0,0.9,0.9,0,6180000,0.2,2.7,1.7,7,4.7,0.2,83.6,49.3,50.7,45,579,556,10,43.4
927,2020,berlin-boylston,6200000,67,100,0,0,0,0,0,6200000,0,2.3,1.2,1.8,2.5,0,92.2,49.9,50.1,33,576,588,11.9,17.4
928,2020,beverly,300000,271,94.8,2.2,0,0.4,2.6,0,300000,0,2.2,2.9,10.3,3.2,0.1,81.3,47.9,52.1,143,575,568,11.9,31.7
929,2020,billerica,310000,323,94.7,3.4,0.3,0.6,0.9,0,310000,0.1,6.4,2.8,4.2,2.3,0.2,84,49.2,50.8,206,555,569,13.6,25.6
930,2020,blackstone valley regional vocational technical,8050000,283,99.3,0.4,0.4,0,0,0,8050000,0,0.9,0.6,2.6,1.7,0,94.2,52.1,47.9,153,578,564,11.6,17.4
931,2020,blackstone-millville,6220000,94,96.8,2.1,0,0,1.1,0,6220000,0.1,1.3,1.3,5.2,2.4,0,89.8,49.8,50.2,34,544,541,12.9,35
932,2020,blue hills regional vocational technical,8060000,177,97.7,1.1,0,0,1.1,0,8060000,1.2,1,22,9.6,3.5,0.1,62.5,45.7,54.3,61,502,480,11.2,36.5
933,2020,boston,350000,2886,80.6,11.2,0.1,0.4,7.6,0,350000,0.3,8.7,32.4,41.5,2.8,0.2,14.2,48.1,51.9,"1,733",508,522,10.4,69.8
937,2020,bourne,360000,111,91,2.7,0,0,6.3,0,360000,0.6,2.1,1.5,3.2,3.7,0.2,88.7,48.2,51.8,114,534,519,10.7,38.5
938,2020,braintree,400000,394,96.2,2,0.3,0,1.5,0,400000,0.2,13.9,4.6,4,1.3,0.1,75.9,49.6,50.4,249,569,592,12.6,27.6
939,2020,bridgewater-raynham,6250000,332,95.2,3.3,0.6,0,0.9,0,6250000,0,1.5,3.7,2.5,3.9,0.1,88.3,48.3,51.7,170,555,563,15.9,26.4
940,2020,bristol county agricultural,9100000,108,95.4,0,0,0,4.6,0,9100000,0.4,0.6,0.4,2.1,1.3,0,95.1,71.6,28.4,25,521,542,12.8,32.1
941,2020,bristol-plymouth regional vocational technical,8100000,276,97.1,0.4,1.4,0,1.1,0,8100000,0.5,0.6,3.2,6.7,2.8,0,86.2,41.9,58.1,88,521,508,12.8,30.2
942,2020,brockton,440000,930,82.6,9.1,1.7,0.2,6.3,0,440000,0.4,2.3,55.9,14.9,4.5,0.2,21.8,48,52,356,490,479,15.5,74
944,2020,brookline,460000,431,94.9,3.5,0,0.5,1.2,0,460000,0,18.8,5.9,10.1,8.8,0.1,56.3,49.3,50.7,231,606,624,12.1,14.6
945,2020,burlington,480000,237,94.9,3.8,0.8,0,0.4,0,480000,0.3,15.4,5.1,4.8,3.4,0,70.8,48.4,51.6,127,559,556,10.7,20
946,2020,cambridge,490000,442,91,5.2,0.7,0.5,2.7,0,490000,0.4,12.5,26.5,13.8,6.8,0.2,39.8,49.6,50.4,325,561,560,9.1,35.5
947,2020,canton,500000,218,99.1,0.9,0,0,0,0,500000,0.1,10,10.5,4.2,3.9,0.2,71.1,50.2,49.8,132,571,572,12.6,20.9
948,2020,cape cod regional vocational technical,8150000,118,97.5,0.8,0,0,1.7,0,8150000,2.1,0.3,4.9,9.7,4.5,0.2,78.2,39,61,25,486,481,10.3,43
949,2020,carver,520000,91,95.6,1.1,0,0,3.3,0,520000,0.1,0.2,1.2,1,1,0.1,96.4,48.7,51.3,47,552,557,11.8,29.5
950,2020,central berkshire,6350000,106,95.3,0.9,0,0,3.8,0,6350000,0.1,0.7,0.9,3.5,3.1,0,91.7,49,51,33,513,530,13,39.8
951,2020,chelmsford,560000,352,98,2,0,0,0,0,560000,0.1,12.8,2.1,4.6,2.1,0.1,78.2,48.7,51.3,216,583,599,13.4,18.4
952,2020,chelsea,570000,290,73.4,15.9,0,0.3,10.3,0,570000,0.2,1.5,5.8,84.6,0.9,0,6.9,47.4,52.6,87,476,466,12.5,78.1
953,2020,chicopee,610000,478,87.2,3.6,0.2,1,7.9,0,610000,0.1,2,3,34.9,2.7,0.1,57.2,47.6,52.4,172,539,541,11.1,66.4
957,2020,clinton,640000,93,92.5,3.2,0,0,4.3,0,640000,0.1,1.6,4.5,22.8,1.4,0,69.6,46.5,53.5,43,513,489,12.2,52.7
959,2020,cohasset,650000,115,100,0,0,0,0,0,650000,0.2,2.3,3.2,0.8,0.7,0,92.9,48,52,97,594,584,10.6,6.3
961,2020,concord-carlisle,6400000,278,98.2,1.4,0,0.4,0,0,6400000,0.1,9.2,4.4,3.8,2.9,0,79.6,52.9,47.1,132,633,647,11.7,8.5
962,2020,danvers,710000,213,98.1,1.4,0,0,0.5,0,710000,0.2,2.6,2.1,6.7,2.4,0,86.1,49.2,50.8,108,556,550,12,25.9
963,2020,dartmouth,720000,238,95,2.5,0,0,2.5,0,720000,0,0.6,1.4,2.7,5.4,0,90,48.1,51.9,145,558,554,12.1,30.4
964,2020,dedham,730000,181,94.5,2.8,0,0,2.8,0,730000,0.3,2.8,7.2,13.1,3.8,0,72.7,48.7,51.3,111,536,549,11,29.8
965,2020,dennis-yarmouth,6450000,155,95.5,1.3,0,0.6,2.6,0,6450000,2,2.2,8.2,9.5,6.2,0.1,71.8,48.9,51.1,103,531,511,11.3,54.9
966,2020,dighton-rehoboth,6500000,171,93.6,3.5,0.6,0,2.3,0,6500000,0,1.2,0.8,3.9,2.2,0,91.9,47.8,52.2,79,556,540,12.2,20.4
967,2020,douglas,770000,95,91.6,6.3,0,0,2.1,0,770000,0,1.4,0.7,2.6,1.8,0.2,93.4,49,51,31,555,517,11.9,25.6
968,2020,dover-sherborn,6550000,156,96.8,3.2,0,0,0,0,6550000,0.1,7,2.3,2.7,3.5,0,84.5,49.1,50.9,90,634,651,10.7,7.1
969,2020,dracut,790000,184,94.6,3.8,0.5,0,1.1,0,790000,0.1,4.9,5,7.4,1.5,0.1,81,49.2,50.8,79,540,545,14.5,35.6
970,2020,dudley-charlton reg,6580000,247,96,1.2,0,0.4,2.4,0,6580000,0.2,1.4,1.5,6.6,1.9,0.1,88.4,49.4,50.6,117,546,547,13.1,33.5
